Date,Close,High,Low,Open
2020-08-25 14:00:00+00:00,342.74,343.37,342.245,343.29
2020-08-25 15:00:00+00:00,342.715,343.48,342.33,342.74
2020-08-25 16:00:00+00:00,343.07,343.16,342.33,342.725
2020-08-25 17:00:00+00:00,343.165,343.4,342.805,343.055
2020-08-25 18:00:00+00:00,343.74,343.81,342.985,343.205
2020-08-25 19:00:00+00:00,344.1,344.21,343.525,343.725
2020-08-26 14:00:00+00:00,345.235,345.355,344.425,344.69
2020-08-26 15:00:00+00:00,346.005,346.09,345.07,345.245
2020-08-26 16:00:00+00:00,346.6,347.025,345.895,346.01
2020-08-26 17:00:00+00:00,347.015,347.03,346.585,346.615
2020-08-26 18:00:00+00:00,346.53,347.865,346.35,347.01
2020-08-26 19:00:00+00:00,347.565,347.805,346.29,346.515
2020-08-27 14:00:00+00:00,349.53,349.645,347.5,349.26
2020-08-27 15:00:00+00:00,349.545,349.905,348.56,349.53
2020-08-27 16:00:00+00:00,347.02,349.56,346.525,349.56
2020-08-27 17:00:00+00:00,348.655,348.69,346.615,347.0
2020-08-27 18:00:00+00:00,349.115,349.515,348.505,348.645
2020-08-27 19:00:00+00:00,348.3,349.715,348.17,349.12
2020-08-28 14:00:00+00:00,348.395,349.335,348.145,349.295
2020-08-28 15:00:00+00:00,349.305,349.455,348.25,348.405
2020-08-28 16:00:00+00:00,349.68,349.72,349.065,349.235
2020-08-28 17:00:00+00:00,349.25,349.695,348.725,349.685
2020-08-28 18:00:00+00:00,349.775,349.93,348.99,349.245
2020-08-28 19:00:00+00:00,350.52,350.72,349.655,349.785
2020-08-31 14:00:00+00:00,350.635,350.68,349.825,350.02
2020-08-31 15:00:00+00:00,350.145,350.835,349.08,350.63
2020-08-31 16:00:00+00:00,350.52,350.695,349.995,350.155
2020-08-31 17:00:00+00:00,350.625,350.885,350.335,350.505
2020-08-31 18:00:00+00:00,350.77,350.885,350.18,350.62
2020-08-31 19:00:00+00:00,349.345,351.315,349.31,350.79
2020-09-01 14:00:00+00:00,350.675,351.425,350.17,350.5
2020-09-01 15:00:00+00:00,350.745,351.23,350.395,350.67
2020-09-01 16:00:00+00:00,351.21,351.215,350.675,350.755
2020-09-01 17:00:00+00:00,351.325,351.49,350.84,351.19
2020-09-01 18:00:00+00:00,351.84,351.905,351.24,351.315
2020-09-01 19:00:00+00:00,352.57,352.7,351.39,351.835
2020-09-02 14:00:00+00:00,354.87,355.3,353.42,353.75
2020-09-02 15:00:00+00:00,354.775,355.09,353.65,354.945
2020-09-02 16:00:00+00:00,355.575,355.8,354.54,354.785
2020-09-02 17:00:00+00:00,356.525,356.68,355.385,355.565
2020-09-02 18:00:00+00:00,356.46,356.715,355.795,356.335
2020-09-02 19:00:00+00:00,356.46,356.46,356.46,356.46
2020-09-03 14:00:00+00:00,351.35,355.925,350.34,355.71
2020-09-03 15:00:00+00:00,348.06,351.495,345.19,351.33
2020-09-03 16:00:00+00:00,345.675,348.885,345.465,348.06
2020-09-03 17:00:00+00:00,345.555,346.985,344.245,345.66
2020-09-03 18:00:00+00:00,343.98,346.925,343.965,345.515
2020-09-03 19:00:00+00:00,345.415,345.925,342.6,344.005
2020-09-04 14:00:00+00:00,338.425,344.77,334.89,343.47
2020-09-04 15:00:00+00:00,339.21,339.58,335.41,338.38
2020-09-04 16:00:00+00:00,340.925,341.635,338.03,339.24
2020-09-04 17:00:00+00:00,340.375,340.665,338.475,340.52
2020-09-04 18:00:00+00:00,344.565,344.615,339.67,340.32
2020-09-04 19:00:00+00:00,342.61,345.415,342.33,344.59
2020-09-07 14:00:00+00:00,342.61,342.61,342.61,342.61
2020-09-07 15:00:00+00:00,342.61,342.61,342.61,342.61
2020-09-07 16:00:00+00:00,342.61,342.61,342.61,342.61
2020-09-07 17:00:00+00:00,342.61,342.61,342.61,342.61
2020-09-07 18:00:00+00:00,342.61,342.61,342.61,342.61
2020-09-07 19:00:00+00:00,342.61,342.61,342.61,342.61
2020-09-08 14:00:00+00:00,335.88,338.055,334.785,336.74
2020-09-08 15:00:00+00:00,335.48,337.36,334.405,335.87
2020-09-08 16:00:00+00:00,336.74,336.98,335.285,335.51
2020-09-08 17:00:00+00:00,337.19,337.775,336.015,336.86
2020-09-08 18:00:00+00:00,334.5,337.555,333.01,337.205
2020-09-08 19:00:00+00:00,333.26,335.52,332.86,334.32
2020-09-09 14:00:00+00:00,339.37,339.87,338.095,338.2
2020-09-09 15:00:00+00:00,340.26,340.565,338.9,339.5
2020-09-09 16:00:00+00:00,341.165,341.4,340.1,340.265
2020-09-09 17:00:00+00:00,341.155,342.25,341.02,341.18
2020-09-09 18:00:00+00:00,341.65,341.995,340.69,341.19
2020-09-09 19:00:00+00:00,339.75,342.485,339.615,341.66
2020-09-10 14:00:00+00:00,338.855,342.525,338.615,341.6
2020-09-10 15:00:00+00:00,339.42,340.835,338.105,338.64
2020-09-10 16:00:00+00:00,338.51,339.99,337.34,339.385
2020-09-10 17:00:00+00:00,337.765,339.6,337.56,338.5
2020-09-10 18:00:00+00:00,336.025,338.52,334.08,337.71
2020-09-10 19:00:00+00:00,333.93,336.155,332.855,336.045
2020-09-11 14:00:00+00:00,335.625,336.605,333.725,333.99
2020-09-11 15:00:00+00:00,334.78,336.985,334.665,335.63
2020-09-11 16:00:00+00:00,333.18,335.86,333.06,334.72
2020-09-11 17:00:00+00:00,331.455,333.555,330.99,333.165
2020-09-11 18:00:00+00:00,333.625,334.33,331.105,331.48
2020-09-11 19:00:00+00:00,334.075,335.375,332.335,333.59
2020-09-14 14:00:00+00:00,339.655,340.395,338.755,339.06
2020-09-14 15:00:00+00:00,339.78,340.235,339.2,339.665
2020-09-14 16:00:00+00:00,339.58,340.09,339.245,339.76
2020-09-14 17:00:00+00:00,338.885,339.855,338.06,339.575
2020-09-14 18:00:00+00:00,338.67,339.395,337.885,338.88
2020-09-14 19:00:00+00:00,338.425,339.81,337.525,338.685
2020-09-15 14:00:00+00:00,341.5,341.99,340.595,341.63
2020-09-15 15:00:00+00:00,341.295,341.925,341.1,341.5
2020-09-15 16:00:00+00:00,341.695,341.76,341.26,341.32
2020-09-15 17:00:00+00:00,341.17,341.955,341.125,341.685
2020-09-15 18:00:00+00:00,340.845,341.25,340.425,341.16
2020-09-15 19:00:00+00:00,340.155,340.895,339.0,340.865
2020-09-16 14:00:00+00:00,341.06,341.79,340.3,341.455
2020-09-16 15:00:00+00:00,341.68,342.36,340.97,341.015
2020-09-16 16:00:00+00:00,341.18,341.96,341.0,341.685
2020-09-16 17:00:00+00:00,341.13,341.405,340.4,341.195
2020-09-16 18:00:00+00:00,341.555,343.07,340.835,341.155
2020-09-16 19:00:00+00:00,338.785,341.94,338.54,341.51
2020-09-17 14:00:00+00:00,336.28,337.49,334.825,335.165
2020-09-17 15:00:00+00:00,335.165,337.705,334.91,336.335
2020-09-17 16:00:00+00:00,334.52,335.47,332.96,335.15
2020-09-17 17:00:00+00:00,334.41,334.945,333.56,334.5
2020-09-17 18:00:00+00:00,334.015,335.33,333.3,334.395
2020-09-17 19:00:00+00:00,335.86,336.05,332.99,334.07
2020-09-18 14:00:00+00:00,332.815,335.02,332.505,333.94
2020-09-18 15:00:00+00:00,333.0,333.365,331.855,332.76
2020-09-18 16:00:00+00:00,330.91,333.36,330.545,332.975
2020-09-18 17:00:00+00:00,329.98,331.13,327.96,330.81
2020-09-18 18:00:00+00:00,330.495,330.555,329.09,329.95
2020-09-18 19:00:00+00:00,330.655,331.575,330.32,330.525
2020-09-21 14:00:00+00:00,322.68,325.625,321.685,325.095
2020-09-21 15:00:00+00:00,323.59,323.855,321.885,322.585
2020-09-21 16:00:00+00:00,323.255,324.555,322.985,323.62
2020-09-21 17:00:00+00:00,323.65,324.81,322.63,323.295
2020-09-21 18:00:00+00:00,323.44,323.885,322.155,323.63
2020-09-21 19:00:00+00:00,327.01,327.09,323.285,323.38
2020-09-22 14:00:00+00:00,326.33,328.975,326.29,327.5
2020-09-22 15:00:00+00:00,327.615,327.725,325.85,326.355
2020-09-22 16:00:00+00:00,327.315,328.315,326.915,327.62
2020-09-22 17:00:00+00:00,329.09,329.13,327.16,327.32
2020-09-22 18:00:00+00:00,329.205,329.87,329.03,329.12
2020-09-22 19:00:00+00:00,330.3,330.9,328.9,329.21
2020-09-23 14:00:00+00:00,329.08,330.255,328.49,329.915
2020-09-23 15:00:00+00:00,327.52,329.68,327.42,329.06
2020-09-23 16:00:00+00:00,328.655,328.685,327.115,327.495
2020-09-23 17:00:00+00:00,326.965,328.72,326.635,328.645
2020-09-23 18:00:00+00:00,323.64,326.93,323.42,326.875
2020-09-23 19:00:00+00:00,322.67,324.045,322.09,323.62
2020-09-24 14:00:00+00:00,323.15,324.685,321.225,322.2
2020-09-24 15:00:00+00:00,324.5,324.555,321.86,323.19
2020-09-24 16:00:00+00:00,325.1,325.315,323.5,324.5
2020-09-24 17:00:00+00:00,325.77,326.81,324.99,325.07
2020-09-24 18:00:00+00:00,322.975,326.095,322.845,325.85
2020-09-24 19:00:00+00:00,323.525,324.29,321.84,322.98
2020-09-25 14:00:00+00:00,324.8,325.32,321.635,323.515
2020-09-25 15:00:00+00:00,324.33,325.855,324.21,324.83
2020-09-25 16:00:00+00:00,325.69,325.805,324.31,324.37
2020-09-25 17:00:00+00:00,326.905,327.12,325.405,325.76
2020-09-25 18:00:00+00:00,328.09,328.135,326.85,326.895
2020-09-25 19:00:00+00:00,328.71,329.585,327.99,328.085
2020-09-28 14:00:00+00:00,333.095,334.59,332.29,332.615
2020-09-28 15:00:00+00:00,333.69,334.27,332.975,333.085
2020-09-28 16:00:00+00:00,334.2,334.24,333.11,333.71
2020-09-28 17:00:00+00:00,334.61,334.815,333.805,334.205
2020-09-28 18:00:00+00:00,334.715,334.98,334.165,334.68
2020-09-28 19:00:00+00:00,334.195,334.795,333.57,334.735
2020-09-29 14:00:00+00:00,332.955,334.77,332.645,333.91
2020-09-29 15:00:00+00:00,332.15,333.365,331.795,332.985
2020-09-29 16:00:00+00:00,332.695,332.76,331.705,332.155
2020-09-29 17:00:00+00:00,333.255,333.56,331.6,332.705
2020-09-29 18:00:00+00:00,333.325,333.885,332.91,333.265
2020-09-29 19:00:00+00:00,332.37,333.77,332.365,333.345
2020-09-30 14:00:00+00:00,335.875,336.615,335.0,335.09
2020-09-30 15:00:00+00:00,336.82,337.135,335.64,335.895
2020-09-30 16:00:00+00:00,337.065,337.59,336.77,336.81
2020-09-30 17:00:00+00:00,337.51,337.53,336.205,337.065
2020-09-30 18:00:00+00:00,335.89,338.295,334.18,337.52
2020-09-30 19:00:00+00:00,334.9,336.34,332.85,335.855
2020-10-01 14:00:00+00:00,336.68,337.435,335.56,336.605
2020-10-01 15:00:00+00:00,337.21,337.675,335.79,336.68
2020-10-01 16:00:00+00:00,337.145,337.42,336.235,337.195
2020-10-01 17:00:00+00:00,336.245,337.69,335.865,337.16
2020-10-01 18:00:00+00:00,336.955,337.195,334.995,336.245
2020-10-01 19:00:00+00:00,337.03,337.42,335.795,337.01
2020-10-02 14:00:00+00:00,334.505,335.37,333.62,334.045
2020-10-02 15:00:00+00:00,332.77,335.345,332.645,334.445
2020-10-02 16:00:00+00:00,335.42,335.94,331.95,332.68
2020-10-02 17:00:00+00:00,334.495,335.82,333.815,335.415
2020-10-02 18:00:00+00:00,335.215,335.685,334.41,334.47
2020-10-02 19:00:00+00:00,333.87,335.565,333.67,335.26
2020-10-05 14:00:00+00:00,338.245,338.59,336.7,336.82
2020-10-05 15:00:00+00:00,338.42,338.875,338.135,338.245
2020-10-05 16:00:00+00:00,338.605,338.735,338.22,338.44
2020-10-05 17:00:00+00:00,337.835,338.765,337.705,338.62
2020-10-05 18:00:00+00:00,339.16,339.22,337.505,337.845
2020-10-05 19:00:00+00:00,339.8,339.96,338.925,339.16
2020-10-06 14:00:00+00:00,339.9,340.585,339.05,339.38
2020-10-06 15:00:00+00:00,338.925,340.21,338.63,340.01
2020-10-06 16:00:00+00:00,340.34,340.4,338.89,338.935
2020-10-06 17:00:00+00:00,340.46,341.01,340.17,340.325
2020-10-06 18:00:00+00:00,337.025,342.16,335.68,340.44
2020-10-06 19:00:00+00:00,334.885,337.155,334.39,336.49
2020-10-07 14:00:00+00:00,339.485,339.815,338.32,339.05
2020-10-07 15:00:00+00:00,339.385,339.9,339.15,339.49
2020-10-07 16:00:00+00:00,339.56,339.68,338.51,339.39
2020-10-07 17:00:00+00:00,340.375,340.845,339.545,339.56
2020-10-07 18:00:00+00:00,341.24,341.395,340.23,340.39
2020-10-07 19:00:00+00:00,340.725,341.65,340.69,341.225
2020-10-08 14:00:00+00:00,343.005,343.575,342.23,343.205
2020-10-08 15:00:00+00:00,342.45,343.515,341.825,343.01
2020-10-08 16:00:00+00:00,343.33,343.49,342.37,342.43
2020-10-08 17:00:00+00:00,342.915,343.4,342.82,343.375
2020-10-08 18:00:00+00:00,343.475,343.675,342.77,342.925
2020-10-08 19:00:00+00:00,343.725,343.855,342.98,343.47
2020-10-09 14:00:00+00:00,345.565,345.725,344.835,345.62
2020-10-09 15:00:00+00:00,346.98,347.215,345.555,345.595
2020-10-09 16:00:00+00:00,346.67,347.35,346.485,346.99
2020-10-09 17:00:00+00:00,346.92,346.92,346.37,346.68
2020-10-09 18:00:00+00:00,346.36,346.925,345.94,346.925
2020-10-09 19:00:00+00:00,346.835,346.99,346.125,346.355
2020-10-12 14:00:00+00:00,350.71,350.98,349.215,349.425
2020-10-12 15:00:00+00:00,351.735,352.13,350.71,350.725
2020-10-12 16:00:00+00:00,352.82,353.345,351.63,351.72
2020-10-12 17:00:00+00:00,353.3,353.825,352.535,352.835
2020-10-12 18:00:00+00:00,353.51,354.04,353.26,353.305
2020-10-12 19:00:00+00:00,352.475,353.77,352.185,353.51
2020-10-13 14:00:00+00:00,351.375,352.13,350.545,351.85
2020-10-13 15:00:00+00:00,351.475,351.915,351.065,351.365
2020-10-13 16:00:00+00:00,351.325,351.655,350.62,351.505
2020-10-13 17:00:00+00:00,349.96,351.67,349.74,351.315
2020-10-13 18:00:00+00:00,350.05,350.6,349.07,349.85
2020-10-13 19:00:00+00:00,350.145,351.53,349.88,350.02
2020-10-14 14:00:00+00:00,350.68,351.825,349.755,351.745
2020-10-14 15:00:00+00:00,348.19,350.915,348.025,350.76
2020-10-14 16:00:00+00:00,347.99,349.025,347.105,348.205
2020-10-14 17:00:00+00:00,348.13,348.48,347.19,347.93
2020-10-14 18:00:00+00:00,348.12,348.78,347.185,348.135
2020-10-14 19:00:00+00:00,347.98,349.315,347.82,348.15
2020-10-15 14:00:00+00:00,344.81,345.725,343.825,345.545
2020-10-15 15:00:00+00:00,345.57,346.35,343.965,344.75
2020-10-15 16:00:00+00:00,345.865,345.925,344.82,345.565
2020-10-15 17:00:00+00:00,346.5,346.815,345.74,345.87
2020-10-15 18:00:00+00:00,346.905,347.045,346.24,346.52
2020-10-15 19:00:00+00:00,347.5,348.03,346.765,346.915
2020-10-16 14:00:00+00:00,349.89,350.765,349.065,349.095
2020-10-16 15:00:00+00:00,349.43,349.915,348.525,349.885
2020-10-16 16:00:00+00:00,349.02,349.51,348.355,349.44
2020-10-16 17:00:00+00:00,349.26,349.575,348.805,349.005
2020-10-16 18:00:00+00:00,349.885,349.92,348.91,349.26
2020-10-16 19:00:00+00:00,347.25,349.915,347.09,349.895
2020-10-19 14:00:00+00:00,347.13,348.465,346.34,348.465
2020-10-19 15:00:00+00:00,346.265,347.39,345.575,347.105
2020-10-19 16:00:00+00:00,346.145,346.695,345.6,346.25
